| 0001 | {{#icon:001}} | [[Bisasam]] | Bulbasaur | Bulbizarre | {{Ruby|フシギダネ|Fushigidane}} | {{Ruby|이상해씨|Isanghessi}} | {{Ruby|妙蛙種子 / 妙蛙种子|Miàowāzhǒngzǐ}} | {{#ic:Pflanze}}&nbsp;{{#ic:Gift}}
| 0339 | {{#icon:339}} | [[Schmerbe]] | Barboach | Barloche | {{Ruby|ドジョッチ|Dojoach}} | {{Ruby|미꾸리|Mikuri}} | {{Ruby|泥泥鰍 / 泥泥鳅|Níníqiū}} | {{#ic:Wasser}}&nbsp;{{#ic:Boden}}
| 0340 | {{#icon:340}} | [[Welsar]] | Whiscash | Barbicha | {{Ruby|ナマズン|Namazun}} | {{Ruby|메깅|Meging}} | {{Ruby|鯰魚王 / 鲶鱼王|Niányúwáng}} | {{#ic:Wasser}}&nbsp;{{#ic:Boden}}
| 0341 | {{#icon:341}} | [[Krebscorps]] | Corphish | Écrapince | {{Ruby|ヘイガニ|Heigani}} | {{Ruby|가재군|Gazegun}} | {{Ruby|龍蝦小兵 / 龙虾小兵|Lóngxiāxiǎobīng}} | {{#ic:Wasser}}
| 0342 | {{#icon:342}} | [[Krebutack]] | Crawdaunt | Colhomard | {{Ruby|シザリガー|Shizariger}} | {{Ruby|가재장군|Gazezanggun}} | {{Ruby|鐵螯龍蝦 / 铁螯龙虾|Tiě'áolóngxiā}} | {{#ic:Wasser}}&nbsp;{{#ic:Unlicht}}
| 0343 | {{#icon:343}} | [[Puppance]] | Baltoy | Balbuto | {{Ruby|ヤジロン|Yajilon}} | {{Ruby|오뚝군|Ohttukgun}} | {{Ruby|天秤偶 / 天秤偶|Tiānchèng'ǒu}} | {{#ic:Boden}}&nbsp;{{#ic:Psycho}}
| 0344 | {{#icon:344}} | [[Lepumentas]] | Claydol | Kaorine | {{Ruby|ネンドール|Nendoll}} | {{Ruby|점토도리|Zeumtodori}} | {{Ruby|念力土偶 / 念力土偶|Niànlìtǔ'ǒu}} | {{#ic:Boden}}&nbsp;{{#ic:Psycho}}
| 0345 | {{#icon:345}} | [[Liliep]] | Lileep | Lilia | {{Ruby|リリーラ|Lilyla}} | {{Ruby|릴링|Lilring}} | {{Ruby|觸手百合 / 触手百合|Chùshǒubǎihé}} | {{#ic:Gestein}}&nbsp;{{#ic:Pflanze}}
| 0346 | {{#icon:346}} | [[Wielie]] | Cradily | Vacilys | {{Ruby|ユレイドル|Yuradle}} | {{Ruby|릴리요|Lilriyo}} | {{Ruby|搖籃百合 / 摇篮百合|Yáolánbǎihé}} | {{#ic:Gestein}}&nbsp;{{#ic:Pflanze}}
| 0347 | {{#icon:347}} | [[Anorith]] | Anorith | Anorith | {{Ruby|アノプス|Anopth}} | {{Ruby|아노딥스|Anodeeps}} | {{Ruby|太古羽蟲 / 太古羽虫|Tàigǔyǔchóng}} | {{#ic:Gestein}}&nbsp;{{#ic:Käfer}}
| 0348 | {{#icon:348}} | [[Armaldo]] | Armaldo | Armaldo | {{Ruby|アーマルド|Armaldo}} | {{Ruby|아말도|Amaldo}} | {{Ruby|太古盔甲 / 太古盔甲|Tàigǔkuījiǎ}} | {{#ic:Gestein}}&nbsp;{{#ic:Käfer}}
| 0349 | {{#icon:349}} | [[Barschwa]] | Feebas | Barpau | {{Ruby|ヒンバス|Hinbass}} | {{Ruby|빈티나|Vintina}} | {{Ruby|醜醜魚 / 丑丑鱼|Chǒuchǒuyú}} | {{#ic:Wasser}}
| 0350 | {{#icon:350}} | [[Milotic]] | Milotic | Milobellus | {{Ruby|ミロカロス|Milokaross}} | {{Ruby|밀로틱|Milotic}} | {{Ruby|美納斯 / 美纳斯|Měinàsī}} | {{#ic:Wasser}}
| 0351 | {{#icon:351}} | [[Formeo]] | Castform | Morphéo | {{Ruby|ポワルン|Powalen}} | {{Ruby|캐스퐁|Castpong}} | {{Ruby|飄浮泡泡 / 飘浮泡泡|Piāofúpàopào}} | {{#ic:Normal}}
| 0352 | {{#icon:352}} | [[Kecleon]] | Kecleon | Kecleon | {{Ruby|カクレオン|Kakureon}} | {{Ruby|켈리몬|Kelimon}} | {{Ruby|變隱龍 / 变隐龙|Biànyǐnlóng}} | {{#ic:Normal}}
| 0353 | {{#icon:353}} | [[Shuppet]] | Shuppet | Polichombr | {{Ruby|カゲボウズ|Kagebouzu}} | {{Ruby|어둠대신|Udumdaesin}} | {{Ruby|怨影娃娃 / 怨影娃娃|Yuànyǐngwáwá}} | {{#ic:Geist}}
| 0354 | {{#icon:354}} | [[Banette]] | Banette | Branette | {{Ruby|ジュペッタ|Juppeta}} | {{Ruby|다크펫|Darkpet}} | {{Ruby|詛咒娃娃 / 诅咒娃娃|Zǔzhòuwáwá}} | {{#ic:Geist}}
| 0355 | {{#icon:355}} | [[Zwirrlicht]] | Duskull | Skelénox | {{Ruby|ヨマワル|Yomawaru}} | {{Ruby|해골몽|Haegolmong}} | {{Ruby|夜巡靈 / 夜巡灵|Yèxúnlíng}} | {{#ic:Geist}}
| 0356 | {{#icon:356}} | [[Zwirrklop]] | Dusclops | Téraclope | {{Ruby|サマヨール|Samayouru}} | {{Ruby|미라몽|Miramong}} | {{Ruby|彷徨夜靈 / 彷徨夜灵|Pánghuángyèlíng}} | {{#ic:Geist}}
| 0357 | {{#icon:357}} | [[Tropius]] | Tropius | Tropius | {{Ruby|トロピウス|Tropius}} | {{Ruby|트로피우스|Tropius}} | {{Ruby|熱帶龍 / 热带龙|Rèdàilóng}} | {{#ic:Pflanze}}&nbsp;{{#ic:Flug}}
| 0358 | {{#icon:358}} | [[Palimpalim]] | Chimecho | Éoko | {{Ruby|チリーン|Chirean}} | {{Ruby|치렁|Chirung}} | {{Ruby|風鈴鈴 / 风铃铃|Fēnglínglíng}} | {{#ic:Psycho}}
| 0359 | {{#icon:359}} | [[Absol]] | Absol | Absol | {{Ruby|アブソル|Absol}} | {{Ruby|앱솔|Absol}} | {{Ruby|阿勃梭魯 / 阿勃梭鲁|Ābósuōlǔ}} | {{#ic:Unlicht}}
| 0360 | {{#icon:360}} | [[Isso]] | Wynaut | Okéoké | {{Ruby|ソーナノ|Sohnano}} | {{Ruby|마자|Maza}} | {{Ruby|小果然 / 小果然|Xiǎoguǒrán}} | {{#ic:Psycho}}
| 0361 | {{#icon:361}} | [[Schneppke]] | Snorunt | Stalgamin | {{Ruby|ユキワラシ|Yukiwarashi}} | {{Ruby|눈꼬마|Nunkoma}} | {{Ruby|雪童子 / 雪童子|Xuětóngzǐ}} | {{#ic:Eis}}
| 0362 | {{#icon:362}} | [[Firnontor]] | Glalie | Oniglali | {{Ruby|オニゴーリ|Onigohri}} | {{Ruby|얼음귀신|Urumkisin}} | {{Ruby|冰鬼護 / 冰鬼护|Bīngguǐhù}} | {{#ic:Eis}}
| 0363 | {{#icon:363}} | [[Seemops]] | Spheal | Obalie | {{Ruby|タマザラシ|Tamazarashi}} | {{Ruby|대굴레오|Degulleo}} | {{Ruby|海豹球 / 海豹球|Hǎibàoqiú}} | {{#ic:Eis}}&nbsp;{{#ic:Wasser}}
| 0364 | {{#icon:364}} | [[Seejong]] | Sealeo | Phogleur | {{Ruby|トドグラー|Todoggler}} | {{Ruby|씨레오|Sealeo}} | {{Ruby|海魔獅 / 海魔狮|Hǎimóshī}} | {{#ic:Eis}}&nbsp;{{#ic:Wasser}}
| 0365 | {{#icon:365}} | [[Walraisa]] | Walrein | Kaimorse | {{Ruby|トドゼルガ|Todoseruga}} | {{Ruby|씨카이저|Seakaiser}} | {{Ruby|帝牙海獅 / 帝牙海狮|Dìyáhǎishī}} | {{#ic:Eis}}&nbsp;{{#ic:Wasser}}
| 0366 | {{#icon:366}} | [[Perlu]] | Clamperl | Coquiperl | {{Ruby|パールル|Pearlulu}} | {{Ruby|진주몽|Zinzumong}} | {{Ruby|珍珠貝 / 珍珠贝|Zhēnzhūbèi}} | {{#ic:Wasser}}
| 0367 | {{#icon:367}} | [[Aalabyss]] | Huntail | Serpang | {{Ruby|ハンテール|Huntail}} | {{Ruby|헌테일|Huntail}} | {{Ruby|獵斑魚 / 猎斑鱼|Lièbānyú}} | {{#ic:Wasser}}
| 0368 | {{#icon:368}} | [[Saganabyss]] | Gorebyss | Rosabyss | {{Ruby|サクラビス|Sakurabyss}} | {{Ruby|분홍장이|Bunhongzangi}} | {{Ruby|櫻花魚 / 樱花鱼|Yīnghuāyú}} | {{#ic:Wasser}}
| 0369 | {{#icon:369}} | [[Relicanth]] | Relicanth | Relicanth | {{Ruby|ジーランス|Glanth}} | {{Ruby|시라칸|Searakan}} | {{Ruby|古空棘魚 / 古空棘鱼|Gǔkōngjíyú}} | {{#ic:Wasser}}&nbsp;{{#ic:Gestein}}
| 0370 | {{#icon:370}} | [[Liebiskus]] | Luvdisc | Lovdisc | {{Ruby|ラブカス|Lovecus}} | {{Ruby|사랑동이|Sarangdongi}} | {{Ruby|愛心魚 / 爱心鱼|Àixīnyú}} | {{#ic:Wasser}}
| 0371 | {{#icon:371}} | [[Kindwurm]] | Bagon | Draby | {{Ruby|タツベイ|Tatsubay}} | {{Ruby|아공이|Agongi}} | {{Ruby|寶貝龍 / 宝贝龙|Bǎobèilóng}} | {{#ic:Drache}}
| 0372 | {{#icon:372}} | [[Draschel]] | Shelgon | Drackhaus | {{Ruby|コモルー|Komoruu}} | {{Ruby|쉘곤|Shelgon}} | {{Ruby|甲殼龍 / 甲壳龙|Jiǎkélóng}} | {{#ic:Drache}}
| 0373 | {{#icon:373}} | [[Brutalanda]] | Salamence | Drattak | {{Ruby|ボーマンダ|Bohmander}} | {{Ruby|보만다|Bomanda}} | {{Ruby|暴飛龍 / 暴飞龙|Bàofēilóng}} | {{#ic:Drache}}&nbsp;{{#ic:Flug}}
| 0374 | {{#icon:374}} | [[Tanhel]] | Beldum | Terhal | {{Ruby|ダンバル|Dumbber}} | {{Ruby|메탕|Metan}} | {{Ruby|鐵啞鈴 / 铁哑铃|Tiěyǎlíng}} | {{#ic:Stahl}}&nbsp;{{#ic:Psycho}}
| 0375 | {{#icon:375}} | [[Metang]] | Metang | Métang | {{Ruby|メタング|Metang}} | {{Ruby|메탕구|Metangoo}} | {{Ruby|金屬怪 / 金属怪|Jīnshǔguài}} | {{#ic:Stahl}}&nbsp;{{#ic:Psycho}}
| 0376 | {{#icon:376}} | [[Metagross]] | Metagross | Métalosse | {{Ruby|メタグロス|Metagross}} | {{Ruby|메타그로스|Metagross}} | {{Ruby|巨金怪 / 巨金怪|Jùjīnguài}} | {{#ic:Stahl}}&nbsp;{{#ic:Psycho}}
| 0377 | {{#icon:377}} | [[Regirock]] | Regirock | Regirock | {{Ruby|レジロック|Regirock}} | {{Ruby|레지락|Regirock}} | {{Ruby|雷吉洛克 / 雷吉洛克|Léijíluòkè}} | {{#ic:Gestein}}
| 0378 | {{#icon:378}} | [[Regice]] | Regice | Regice | {{Ruby|レジアイス|Regice}} | {{Ruby|레지아이스|Regice}} | {{Ruby|雷吉艾斯 / 雷吉艾斯|Léijí'àisī}} | {{#ic:Eis}}
| 0379 | {{#icon:379}} | [[Registeel]] | Registeel | Registeel | {{Ruby|レジスチル|Registeel}} | {{Ruby|레지스틸|Registeel}} | {{Ruby|雷吉斯奇魯 / 雷吉斯奇鲁|Léijísījīlǔ}} | {{#ic:Stahl}}
| 0380 | {{#icon:380}} | [[Latias]] | Latias | Latias | {{Ruby|ラティアス|Latias}} | {{Ruby|라티아스|Latias}} | {{Ruby|拉帝亞斯 / 拉帝亚斯|Lādìyàsī}} | {{#ic:Drache}}&nbsp;{{#ic:Psycho}}
| 0381 | {{#icon:381}} | [[Latios]] | Latios | Latios | {{Ruby|ラティオス|Latios}} | {{Ruby|라티오스|Latios}} | {{Ruby|拉帝歐斯 / 拉帝欧斯|Lādì'ōusī}} | {{#ic:Drache}}&nbsp;{{#ic:Psycho}}
| 0382 | {{#icon:382}} | [[Kyogre]] | Kyogre | Kyogre | {{Ruby|カイオーガ|Kyogre}} | {{Ruby|가이오가|Kyogre}} | {{Ruby|蓋歐卡 / 盖欧卡|Gài'ōukǎ}} | {{#ic:Wasser}}
| 0383 | {{#icon:383}} | [[Groudon]] | Groudon | Groudon | {{Ruby|グラードン|Groudon}} | {{Ruby|그란돈|Groudon}} | {{Ruby|固拉多 / 固拉多|Gùlāduō}} | {{#ic:Boden}}
| 0384 | {{#icon:384}} | [[Rayquaza]] | Rayquaza | Rayquaza | {{Ruby|レックウザ|Rayquaza}} | {{Ruby|레쿠쟈|Rayquaza}} | {{Ruby|烈空坐 / 烈空坐|Lièkōngzuò}} | {{#ic:Drache}}&nbsp;{{#ic:Flug}}
| 0385 | {{#icon:385}} | [[Jirachi]] | Jirachi | Jirachi | {{Ruby|ジラーチ|Jirachi}} | {{Ruby|지라치|Jirachi}} | {{Ruby|基拉祈 / 基拉祈|Jīlāqí}} | {{#ic:Stahl}}&nbsp;{{#ic:Psycho}}
| 0386 | {{#icon:386}} | [[Deoxys]] | Deoxys | Deoxys | {{Ruby|デオキシス|Deoxys}} | {{Ruby|테오키스|Teoxys}} | {{Ruby|代歐奇希斯 / 代欧奇希斯|Dài'ōuqíxīsī}} | {{#ic:Psycho}}
| 0387 | {{#icon:387}} | [[Chelast]] | Turtwig | Tortipouss | {{Ruby|ナエトル|Naetle}} | {{Ruby|모부기|Mobugi}} | {{Ruby|草苗龜 / 草苗龟|Cǎomiáoguī}} | {{#ic:Pflanze}}
| 0388 | {{#icon:388}} | [[Chelcarain]] | Grotle | Boskara | {{Ruby|ハヤシガメ|Hayashigame}} | {{Ruby|수풀부기|Supulbugi}} | {{Ruby|樹林龜 / 树林龟|Shùlínguī}} | {{#ic:Pflanze}}
| 0389 | {{#icon:389}} | [[Chelterrar]] | Torterra | Torterra | {{Ruby|ドダイトス|Dodaitose}} | {{Ruby|토대부기|Todaibugi}} | {{Ruby|土台龜 / 土台龟|Tǔtáiguī}} | {{#ic:Pflanze}}&nbsp;{{#ic:Boden}}
| 0390 | {{#icon:390}} | [[Panflam]] | Chimchar | Ouisticram | {{Ruby|ヒコザル|Hikozaru}} | {{Ruby|불꽃숭이|Bulkotsoongi}} | {{Ruby|小火焰猴 / 小火焰猴|Xiǎohuǒyànhóu}} | {{#ic:Feuer}}
| 0391 | {{#icon:391}} | [[Panpyro]] | Monferno | Chimpenfeu | {{Ruby|モウカザル|Moukazaru}} | {{Ruby|파이숭이|Paisoongi}} | {{Ruby|猛火猴 / 猛火猴|Měnghuǒhóu}} | {{#ic:Feuer}}&nbsp;{{#ic:Kampf}}
| 0392 | {{#icon:392}} | [[Panferno]] | Infernape | Simiabraz | {{Ruby|ゴウカザル|Goukazaru}} | {{Ruby|초염몽|Choyeommong}} | {{Ruby|烈焰猴 / 烈焰猴|Lièyànhóu}} | {{#ic:Feuer}}&nbsp;{{#ic:Kampf}}
| 0393 | {{#icon:393}} | [[Plinfa]] | Piplup | Tiplouf | {{Ruby|ポッチャマ|Pochama}} | {{Ruby|팽도리|Pengdori}} | {{Ruby|波加曼 / 波加曼|Bōjiāmàn}} | {{#ic:Wasser}}
| 0394 | {{#icon:394}} | [[Pliprin]] | Prinplup | Prinplouf | {{Ruby|ポッタイシ|Pottaishi}} | {{Ruby|팽태자|Pengtaiza}} | {{Ruby|波皇子 / 波皇子|Bōhuángzǐ}} | {{#ic:Wasser}}
| 0395 | {{#icon:395}} | [[Impoleon]] | Empoleon | Pingoléon | {{Ruby|エンペルト|Emperte}} | {{Ruby|엠페르트|Emperut}} | {{Ruby|帝王拿波 / 帝王拿波|Dìwángnábō}} | {{#ic:Wasser}}&nbsp;{{#ic:Stahl}}
| 0396 | {{#icon:396}} | [[Staralili]] | Starly | Étourmi | {{Ruby|ムックル|Mukkuru}} | {{Ruby|찌르꼬|Jjiruko}} | {{Ruby|姆克兒 / 姆克儿|Mǔkè'ér}} | {{#ic:Normal}}&nbsp;{{#ic:Flug}}
| 0397 | {{#icon:397}} | [[Staravia]] | Staravia | Étourvol | {{Ruby|ムクバード|Mukubird}} | {{Ruby|찌르버드|Jjirubird}} | {{Ruby|姆克鳥 / 姆克鸟|Mǔkèniǎo}} | {{#ic:Normal}}&nbsp;{{#ic:Flug}}
| 0398 | {{#icon:398}} | [[Staraptor]] | Staraptor | Étouraptor | {{Ruby|ムクホーク|Mukuhawk}} | {{Ruby|찌르호크|Jjiruhawk}} | {{Ruby|姆克鷹 / 姆克鹰|Mǔkèyīng}} | {{#ic:Normal}}&nbsp;{{#ic:Flug}}
| 0399 | {{#icon:399}} | [[Bidiza]] | Bidoof | Keunotor | {{Ruby|ビッパ|Bippa}} | {{Ruby|비버니|Bibeoni}} | {{Ruby|大牙狸 / 大牙狸|Dàyálí}} | {{#ic:Normal}}
| 0400 | {{#icon:400}} | [[Bidifas]] | Bibarel | Castorno | {{Ruby|ビーダル|Beadaru}} | {{Ruby|비버통|Bibeotong}} | {{Ruby|大尾狸 / 大尾狸|Dàwěilí}} | {{#ic:Normal}}&nbsp;{{#ic:Wasser}}
| 0401 | {{#icon:401}} | [[Zirpurze]] | Kricketot | Crikzik | {{Ruby|コロボーシ|Korobohshi}} | {{Ruby|귀뚤뚜기|Gwittulttugi}} | {{Ruby|圓法師 / 圆法师|Yuánfǎshī}} | {{#ic:Käfer}}
| 0402 | {{#icon:402}} | [[Zirpeise]] | Kricketune | Mélokrik | {{Ruby|コロトック|Korotock}} | {{Ruby|귀뚤톡크|Gwittultock}} | {{Ruby|音箱蟀 / 音箱蟀|Yīnxiāngshuài}} | {{#ic:Käfer}}
| 0403 | {{#icon:403}} | [[Sheinux]] | Shinx | Lixy | {{Ruby|コリンク|Kolink}} | {{Ruby|꼬링크|Koringku}} | {{Ruby|小貓怪 / 小猫怪|Xiǎomāoguài}} | {{#ic:Elektro}}
| 0404 | {{#icon:404}} | [[Luxio]] | Luxio | Luxio | {{Ruby|ルクシオ|Luxio}} | {{Ruby|럭시오|Leoksio}} | {{Ruby|勒克貓 / 勒克猫|Lèkèmāo}} | {{#ic:Elektro}}
| 0405 | {{#icon:405}} | [[Luxtra]] | Luxray | Luxray | {{Ruby|レントラー|Rentorar}} | {{Ruby|렌트라|Renteura}} | {{Ruby|倫琴貓 / 伦琴猫|Lúnqínmāo}} | {{#ic:Elektro}}
| 0406 | {{#icon:406}} | [[Knospi]] | Budew | Rozbouton | {{Ruby|スボミー|Subomie}} | {{Ruby|꼬몽울|Komongul}} | {{Ruby|含羞苞 / 含羞苞|Hánxiūbāo}} | {{#ic:Pflanze}}&nbsp;{{#ic:Gift}}
| 0407 | {{#icon:407}} | [[Roserade]] | Roserade | Roserade | {{Ruby|ロズレイド|Roserade}} | {{Ruby|로즈레이드|Rozureid}} | {{Ruby|羅絲雷朵 / 罗丝雷朵|Luósīléiduǒ}} | {{#ic:Pflanze}}&nbsp;{{#ic:Gift}}
| 0408 | {{#icon:408}} | [[Koknodon]] | Cranidos | Kranidos | {{Ruby|ズガイドス|Zugaidos}} | {{Ruby|두개도스|Dugaedos}} | {{Ruby|頭蓋龍 / 头盖龙|Tóugàilóng}} | {{#ic:Gestein}}
| 0409 | {{#icon:409}} | [[Rameidon]] | Rampardos | Charkos | {{Ruby|ラムパルド|Rampald}} | {{Ruby|램펄드|Ramparld}} | {{Ruby|戰槌龍 / 战槌龙|Zhànchuílóng}} | {{#ic:Gestein}}
| 0410 | {{#icon:410}} | [[Schilterus]] | Shieldon | Dinoclier | {{Ruby|タテトプス|Tatetops}} | {{Ruby|방패톱스|Bangpaetops}} | {{Ruby|盾甲龍 / 盾甲龙|Dùnjiǎlóng}} | {{#ic:Gestein}}&nbsp;{{#ic:Stahl}}
| 0411 | {{#icon:411}} | [[Bollterus]] | Bastiodon | Bastiodon | {{Ruby|トリデプス|Torideps}} | {{Ruby|바리톱스|Baritops}} | {{Ruby|護城龍 / 护城龙|Hùchénglóng}} | {{#ic:Gestein}}&nbsp;{{#ic:Stahl}}
| 0412 | {{#icon:412}} | [[Burmy]] | Burmy | Cheniti | {{Ruby|ミノムッチ|Minomucchi}} | {{Ruby|도롱충이|Dorongchungi}} | {{Ruby|結草兒 / 结草儿|Jiécǎo'ér}} | {{#ic:Käfer}}
| 0413 | {{#icon:413}} | [[Burmadame]] | Wormadam | Cheniselle | {{Ruby|ミノマダム|Minomadam}} | {{Ruby|도롱마담|Dorongmadam}} | {{Ruby|結草貴婦 / 结草贵妇|Jiécǎoguìfù}} | {{#ic:Käfer}}&nbsp;{{#ic:Pflanze}}
| 0414 | {{#icon:414}} | [[Moterpel]] | Mothim | Papilord | {{Ruby|ガーメイル|Gamale}} | {{Ruby|나메일|Nameil}} | {{Ruby|紳士蛾 / 绅士蛾|Shēnshì'é}} | {{#ic:Käfer}}&nbsp;{{#ic:Flug}}
| 0415 | {{#icon:415}} | [[Wadribie]] | Combee | Apitrini | {{Ruby|ミツハニー|Mitsuhoney}} | {{Ruby|세꿀버리|Sekkulbeori}} | {{Ruby|三蜜蜂 / 三蜜蜂|Sānmìfēng}} | {{#ic:Käfer}}&nbsp;{{#ic:Flug}}
| 0416 | {{#icon:416}} | [[Honweisel]] | Vespiquen | Apireine | {{Ruby|ビークイン|Beequen}} | {{Ruby|비퀸|Beequein}} | {{Ruby|蜂女王 / 蜂女王|Fēngnǚwáng}} | {{#ic:Käfer}}&nbsp;{{#ic:Flug}}
| 0417 | {{#icon:417}} | [[Pachirisu]] | Pachirisu | Pachirisu | {{Ruby|パチリス|Pachirisu}} | {{Ruby|파치리스|Pachirisu}} | {{Ruby|帕奇利茲 / 帕奇利兹|Pàqílìzī}} | {{#ic:Elektro}}
| 0418 | {{#icon:418}} | [[Bamelin]] | Buizel | Mustébouée | {{Ruby|ブイゼル|Buoysel}} | {{Ruby|브이젤|Buijel}} | {{Ruby|泳圈鼬 / 泳圈鼬|Yǒngquānyòu}} | {{#ic:Wasser}}
| 0419 | {{#icon:419}} | [[Bojelin]] | Floatzel | Mustéflott | {{Ruby|フローゼル|Floazel}} | {{Ruby|플로젤|Pulrozel}} | {{Ruby|浮潛鼬 / 浮潜鼬|Fúqiányòu}} | {{#ic:Wasser}}
| 0420 | {{#icon:420}} | [[Kikugi]] | Cherubi | Ceribou | {{Ruby|チェリンボ|Cherinbo}} | {{Ruby|체리버|Cheriber}} | {{Ruby|櫻花寶 / 樱花宝|Yīnghuābǎo}} | {{#ic:Pflanze}}
| 0421 | {{#icon:421}} | [[Kinoso]] | Cherrim | Ceriflor | {{Ruby|チェリム|Cherrim}} | {{Ruby|체리꼬|Cheriko}} | {{Ruby|櫻花兒 / 樱花儿|Yīnghuā'ér}} | {{#ic:Pflanze}}
| 0422 | {{#icon:422}} | [[Schalellos]] | Shellos | Sancoki | {{Ruby|カラナクシ|Karanakushi}} | {{Ruby|깝질무|Kapjilmu}} | {{Ruby|無殼海兔 / 无壳海兔|Wúkéhǎitù}} | {{#ic:Wasser}}
| 0423 | {{#icon:423}} | [[Gastrodon]] | Gastrodon | Tritosor | {{Ruby|トリトドン|Tritodon}} | {{Ruby|트리토돈|Tritodon}} | {{Ruby|海兔獸 / 海兔兽|Hǎitùshòu}} | {{#ic:Wasser}}&nbsp;{{#ic:Boden}}
| 0424 | {{#icon:424}} | [[Ambidiffel]] | Ambipom | Capidextre | {{Ruby|エテボース|Eteboth}} | {{Ruby|겟핸보숭|Gethainbosung}} | {{Ruby|雙尾怪手 / 双尾怪手|Shuāngwěiguàishǒu}} | {{#ic:Normal}}
| 0425 | {{#icon:425}} | [[Driftlon]] | Drifloon | Baudrive | {{Ruby|フワンテ|Fuwante}} | {{Ruby|흔들풍손|Hundlpungson}} | {{Ruby|飄飄球 / 飘飘球|Piāopiāoqiú}} | {{#ic:Geist}}&nbsp;{{#ic:Flug}}
| 0426 | {{#icon:426}} | [[Drifzepeli]] | Drifblim | Grodrive | {{Ruby|フワライド|Fuwaride}} | {{Ruby|둥실라이드|Dungsilraid}} | {{Ruby|隨風球 / 随风球|Suífēngqiú}} | {{#ic:Geist}}&nbsp;{{#ic:Flug}}
| 0427 | {{#icon:427}} | [[Haspiror]] | Buneary | Laporeille | {{Ruby|ミミロル|Mimirol}} | {{Ruby|이어롤|Ieorol}} | {{Ruby|捲捲耳 / 卷卷耳|Juǎnjuǎn'ěr}} | {{#ic:Normal}}
| 0428 | {{#icon:428}} | [[Schlapor]] | Lopunny | Lockpin | {{Ruby|ミミロップ|Mimilop}} | {{Ruby|이어롭|Ieorop}} | {{Ruby|長耳兔 / 长耳兔|Cháng'ěrtù}} | {{#ic:Normal}}
| 0429 | {{#icon:429}} | [[Traunmagil]] | Mismagius | Magirêve | {{Ruby|ムウマージ|Mumargi}} | {{Ruby|무우마직|Muumajik}} | {{Ruby|夢妖魔 / 梦妖魔|Mèngyāomó}} | {{#ic:Geist}}
| 0430 | {{#icon:430}} | [[Kramshef]] | Honchkrow | Corboss | {{Ruby|ドンカラス|Dongkarasu}} | {{Ruby|돈크로우|Donkeurou}} | {{Ruby|烏鴉頭頭 / 乌鸦头头|Wūyātóutóu}} | {{#ic:Unlicht}}&nbsp;{{#ic:Flug}}
| 0431 | {{#icon:431}} | [[Charmian]] | Glameow | Chaglam | {{Ruby|ニャルマー|Nyarmar}} | {{Ruby|나옹마|Naongma}} | {{Ruby|魅力喵 / 魅力喵|Mèilìmiāo}} | {{#ic:Normal}}
| 0432 | {{#icon:432}} | [[Shnurgarst]] | Purugly | Chaffreux | {{Ruby|ブニャット|Bunyatto}} | {{Ruby|몬냥이|Monnyangi}} | {{Ruby|東施喵 / 东施喵|Dōngshīmiāo}} | {{#ic:Normal}}
| 0433 | {{#icon:433}} | [[Klingplim]] | Chingling | Korillon | {{Ruby|リーシャン|Lisyan}} | {{Ruby|랑딸랑|Rangttallang}} | {{Ruby|鈴鐺響 / 铃铛响|Língdāngxiǎng}} | {{#ic:Psycho}}
| 0434 | {{#icon:434}} | [[Skunkapuh]] | Stunky | Moufouette | {{Ruby|スカンプー|Skunpuu}} | {{Ruby|스컹뿡|Skunbbung}} | {{Ruby|臭鼬噗 / 臭鼬噗|Chòuyòupū}} | {{#ic:Gift}}&nbsp;{{#ic:Unlicht}}
| 0435 | {{#icon:435}} | [[Skuntank]] | Skuntank | Moufflair | {{Ruby|スカタンク|Skutank}} | {{Ruby|스컹탱크|Skuntank}} | {{Ruby|坦克臭鼬 / 坦克臭鼬|Tǎnkèchòuyòu}} | {{#ic:Gift}}&nbsp;{{#ic:Unlicht}}
| 0436 | {{#icon:436}} | [[Bronzel]] | Bronzor | Archéomire | {{Ruby|ドーミラー|Dohmirror}} | {{Ruby|동미러|Dongmirror}} | {{Ruby|銅鏡怪 / 铜镜怪|Tóngjìngguài}} | {{#ic:Stahl}}&nbsp;{{#ic:Psycho}}
| 0437 | {{#icon:437}} | [[Bronzong]] | Bronzong | Archéodong | {{Ruby|ドータクン|Dohtakun}} | {{Ruby|동탁군|Dongtakgun}} | {{Ruby|青銅鐘 / 青铜钟|Qīngtóngzhōng}} | {{#ic:Stahl}}&nbsp;{{#ic:Psycho}}
| 0438 | {{#icon:438}} | [[Mobai]] | Bonsly | Manzaï | {{Ruby|ウソハチ|Usohachi}} | {{Ruby|꼬지지|Kkojiji}} | {{Ruby|盆才怪 / 盆才怪|Péncáiguài}} | {{#ic:Gestein}}
| 0439 | {{#icon:439}} | [[Pantimimi]] | Mime Jr. | Mime Jr. | {{Ruby|マネネ|Manene}} | {{Ruby|흉내내|Hungnaenae}} | {{Ruby|魔尼尼 / 魔尼尼|Móníní}} | {{#ic:Psycho}}&nbsp;{{#ic:Fee}}
